month,is_monsoon,rainfall_7day_mm,river_level_m,temperature_c,soil_moisture_pct,flood_risk_score,drought_risk_score
7,1,265.2,7.94,27.9,59.8,100.0,1.2
4,0,59.1,3.34,29.2,32.0,46.7,48.9
6,1,147.6,5.78,32.8,40.4,100.0,47.6
1,0,25.8,2.76,18.2,46.7,51.4,18.6
4,0,52.2,3.22,22.0,35.3,53.1,30.3
5,0,68.8,2.88,25.6,33.4,64.8,51.3
6,1,58.2,2.46,36.2,31.0,30.4,57.5
7,1,234.2,6.72,28.8,70.5,100.0,0.0
10,0,134.0,4.64,25.0,49.5,96.7,10.5
6,1,235.5,6.48,28.5,62.3,100.0,4.0
11,0,31.1,1.93,23.0,42.7,11.2,43.6
7,1,114.9,5.2,30.4,47.3,100.0,28.4
4,0,77.8,3.94,25.4,43.4,80.0,45.6
3,0,38.9,1.93,30.5,28.5,27.6,58.8
4,0,62.5,2.36,28.4,38.9,52.3,42.3
8,1,239.5,7.46,28.7,56.2,100.0,0.0
3,0,73.4,3.18,23.9,38.7,50.9,47.4
11,0,0.0,1.41,22.9,38.8,21.6,39.2
6,1,78.7,4.9,31.0,43.5,83.7,32.6
11,0,0.0,1.02,16.1,39.3,8.6,44.8
9,1,217.8,7.13,26.5,51.8,100.0,9.8
5,0,138.1,4.53,24.2,45.3,88.1,24.4
3,0,115.0,3.56,23.9,44.7,79.8,34.7
9,1,34.0,3.88,25.9,33.5,59.7,50.5
4,0,116.9,3.93,24.3,41.9,75.1,31.5
3,0,100.9,3.99,24.7,44.1,84.6,25.9
12,0,0.0,1.62,18.8,43.8,13.3,33.9
6,1,156.7,6.06,35.2,47.3,100.0,37.8
1,0,27.1,1.66,19.3,39.7,32.5,27.7
6,1,222.4,6.77,30.6,53.8,100.0,14.4
6,1,79.2,5.02,32.3,27.9,78.3,53.6
11,0,21.7,2.32,19.4,31.6,39.9,38.6
9,1,15.4,2.39,32.0,18.3,26.9,76.5
3,0,62.6,2.86,27.7,37.6,39.7,49.0
2,0,27.5,0.63,20.3,39.8,0.0,35.0
8,1,181.4,5.98,37.9,42.1,100.0,60.0
1,0,9.5,2.27,22.3,34.3,24.0,49.2
4,0,99.3,3.41,24.3,52.8,60.5,17.1
2,0,25.7,2.09,20.9,46.9,38.5,30.2
1,0,29.4,0.28,18.0,43.8,7.1,33.0
12,0,24.6,1.76,21.1,35.9,18.2,27.2
2,0,26.9,2.24,16.6,44.5,43.0,34.6
1,0,23.1,2.24,17.2,46.4,52.0,12.9
12,0,17.9,2.44,20.9,26.0,44.0,49.4
3,0,73.0,2.83,29.5,44.8,63.3,39.9
10,0,62.2,2.64,28.3,34.0,48.5,45.8
1,0,1.7,0.73,22.1,29.9,0.0,34.3
2,0,4.5,1.47,20.9,32.2,14.7,47.3
2,0,11.9,0.98,20.4,37.0,12.3,24.1
9,1,198.6,5.56,29.7,50.4,100.0,6.0
8,1,290.9,7.87,33.0,65.8,100.0,9.5
6,1,176.8,7.14,33.6,52.3,100.0,42.2
3,0,103.1,3.4,26.8,45.1,70.8,23.9
2,0,26.9,2.17,19.7,40.2,34.0,36.4
7,1,162.2,5.64,35.0,44.7,100.0,44.9
3,0,89.6,2.22,26.9,45.4,52.1,30.6
8,1,161.2,6.49,31.2,54.5,100.0,34.2
9,1,281.8,7.03,32.2,71.5,100.0,0.0
11,0,22.0,1.61,19.8,39.6,28.6,33.8
6,1,88.3,4.43,28.9,44.8,92.5,26.3
1,0,16.8,1.97,20.9,40.1,21.9,23.0
4,0,124.4,3.55,26.9,60.5,80.7,24.7
11,0,13.0,0.66,24.6,38.4,0.0,46.9
7,1,214.5,6.51,33.0,55.4,100.0,17.7
8,1,222.0,6.69,29.5,55.1,100.0,25.5
6,1,100.2,4.24,32.8,37.5,86.1,63.3
2,0,20.6,2.49,20.8,34.8,39.4,38.9
11,0,0.0,0.77,23.3,33.9,4.6,33.0
10,0,49.4,2.67,25.7,33.4,35.6,42.1
12,0,26.8,2.13,20.5,43.6,36.6,21.0
11,0,18.9,2.45,19.8,30.1,39.1,37.5
4,0,60.0,2.62,27.1,29.1,49.5,40.1
4,0,84.7,3.67,24.8,42.2,64.3,19.9
3,0,68.0,2.76,28.4,33.2,56.1,28.2
12,0,15.1,2.06,21.0,29.1,16.3,42.2
7,1,230.6,6.41,34.2,54.0,100.0,1.7
6,1,124.0,3.6,31.0,40.0,72.3,36.2
12,0,15.4,2.04,19.0,37.2,18.3,36.1
8,1,156.0,6.08,33.0,43.9,100.0,29.8
11,0,0.0,1.79,18.0,32.9,22.1,25.1
12,0,4.9,1.28,22.7,32.5,0.0,43.1
1,0,32.3,3.04,22.7,41.7,47.1,26.5
5,0,82.7,2.88,30.1,45.6,42.4,40.6
9,1,78.1,4.51,31.9,36.9,99.2,41.7
10,0,19.2,2.24,25.8,33.4,33.4,46.8
2,0,13.8,2.81,20.3,34.9,42.4,32.5
4,0,121.5,3.74,28.0,48.3,80.6,26.6
7,1,165.6,5.62,29.6,53.1,100.0,33.4
10,0,113.1,2.86,30.3,49.3,69.7,34.0
2,0,18.9,2.81,21.5,26.2,27.6,47.2
8,1,216.3,7.28,28.8,58.3,100.0,2.3
4,0,25.9,2.29,31.7,30.2,42.9,63.7
3,0,100.9,5.39,27.2,43.2,100.0,29.5
7,1,154.2,5.98,28.3,45.8,100.0,24.4
5,0,98.5,2.69,24.9,38.3,28.8,35.6
8,1,117.3,4.93,34.7,43.9,88.4,41.3
4,0,75.8,2.43,31.6,32.3,48.1,49.4
10,0,81.6,2.89,29.5,29.8,62.2,45.1
1,0,13.3,1.52,23.3,37.6,24.8,36.1
11,0,19.4,1.54,23.0,36.8,19.3,40.6
1,0,12.1,0.91,21.4,34.1,22.2,35.7
9,1,130.0,6.26,31.8,39.5,100.0,52.1
5,0,123.0,4.14,28.3,45.2,82.2,50.9
5,0,104.6,3.46,28.8,48.7,88.5,26.3
1,0,6.6,2.09,18.1,28.4,17.0,38.6
9,1,223.8,7.46,32.8,49.5,100.0,29.5
2,0,6.8,1.8,23.6,29.0,17.4,45.8
8,1,88.8,4.89,30.5,38.8,85.7,35.8
9,1,259.6,7.97,30.2,62.3,100.0,15.0
11,0,0.0,1.9,21.2,36.3,29.7,43.9
9,1,251.4,8.18,29.4,69.6,100.0,0.0
4,0,61.7,2.83,23.7,41.7,51.1,42.5
9,1,163.7,5.84,33.9,50.3,100.0,38.1
10,0,83.5,4.09,25.9,43.2,59.2,31.0
4,0,89.2,3.0,27.0,41.8,46.5,26.3
2,0,5.9,1.85,18.5,29.6,18.6,32.3
11,0,22.9,2.21,23.2,29.7,24.0,53.6
2,0,16.2,1.46,22.1,28.0,14.0,49.3
8,1,83.3,3.88,30.4,37.4,83.7,43.9
3,0,64.4,2.58,24.1,41.6,46.4,45.5
2,0,30.2,1.81,19.1,32.0,14.8,31.1
10,0,125.3,3.13,28.4,46.4,61.6,36.3
2,0,22.9,1.57,20.5,32.7,33.7,37.7
9,1,88.3,4.63,31.3,32.9,97.8,65.2
9,1,217.8,7.82,31.5,54.3,100.0,21.9
1,0,24.4,2.32,21.9,30.5,20.8,40.7
3,0,93.9,1.82,26.9,45.6,41.5,28.9
10,0,95.9,3.8,28.1,41.0,77.0,35.8
7,1,208.0,6.52,28.5,62.4,100.0,0.0
2,0,14.2,2.06,26.4,28.8,21.9,42.0
12,0,8.3,1.66,19.3,33.8,16.7,37.2
4,0,7.4,1.53,27.5,38.5,13.2,45.4
1,0,18.7,1.81,21.4,27.6,13.4,37.9
12,0,17.0,1.83,19.0,43.8,37.5,25.0
1,0,21.1,2.73,20.0,45.4,50.9,26.7
7,1,77.0,4.23,31.0,40.6,76.2,45.5
12,0,22.1,2.59,17.7,37.5,42.4,40.5
7,1,338.2,10.03,32.1,82.2,100.0,0.0
8,1,186.0,6.82,26.9,54.8,100.0,26.9
5,0,68.0,1.79,31.4,31.6,37.9,50.4
2,0,18.4,2.54,22.0,33.2,43.6,45.8
7,1,336.5,9.16,32.6,71.5,100.0,0.0
11,0,3.7,2.0,15.7,33.3,21.5,23.3
2,0,17.2,1.26,18.0,43.7,27.4,40.8
11,0,6.2,0.91,23.5,28.3,9.7,42.0
5,0,51.9,3.72,37.4,27.7,55.6,54.4
7,1,176.2,5.65,34.0,42.0,100.0,30.5
2,0,29.8,2.78,22.6,36.6,50.7,20.8
8,1,318.7,9.14,32.3,66.2,100.0,0.0
3,0,84.8,2.94,24.9,36.9,48.3,26.5
4,0,57.6,2.62,29.5,34.5,47.9,49.6
9,1,371.9,9.36,28.2,88.5,100.0,0.0
1,0,10.3,1.7,17.0,40.2,8.1,34.4
6,1,136.0,4.77,27.8,50.7,98.0,7.5
8,1,43.3,3.33,33.4,29.1,58.0,62.9
2,0,30.4,2.66,19.9,37.0,46.3,27.8
4,0,102.0,3.69,27.3,47.4,87.2,35.3
5,0,149.8,3.61,27.0,48.1,81.4,23.2
8,1,73.0,4.67,28.2,42.6,83.4,48.0
12,0,31.0,2.12,18.3,46.2,24.1,17.6
11,0,15.8,1.49,18.4,33.4,14.6,28.3
3,0,96.6,3.88,23.5,42.2,81.4,28.1
1,0,0.0,1.4,18.7,32.3,19.3,44.1
1,0,31.1,1.42,17.3,33.5,21.1,33.7
8,1,240.6,8.62,32.4,57.8,100.0,14.6
2,0,14.6,1.78,21.7,41.4,34.9,35.6
3,0,91.3,3.28,23.8,39.5,64.0,27.9
11,0,6.6,1.39,19.3,42.2,27.5,32.3
11,0,8.6,2.38,24.6,29.4,25.8,65.8
11,0,9.9,1.38,17.5,48.0,17.9,18.8
4,0,8.9,0.75,28.1,25.5,0.0,56.9
8,1,246.4,7.22,31.3,61.2,100.0,2.6
8,1,271.8,8.93,33.7,59.2,100.0,12.3
3,0,46.9,2.94,27.7,31.4,45.6,32.2
7,1,206.8,6.68,29.9,63.8,100.0,6.3
7,1,159.6,6.72,31.2,51.4,100.0,32.9
5,0,80.8,3.57,27.2,45.5,78.4,28.9
10,0,49.3,2.33,26.8,29.4,44.3,49.6
9,1,112.0,4.84,27.7,47.9,100.0,44.7
7,1,261.0,8.12,34.1,57.0,100.0,15.8
9,1,175.1,5.7,33.7,42.6,100.0,17.2
10,0,136.7,4.24,24.4,52.2,96.0,2.5
7,1,183.6,6.56,30.2,54.5,100.0,16.1
4,0,39.4,1.28,26.4,35.0,12.8,38.5
10,0,110.5,3.6,24.1,50.9,73.4,18.9
9,1,228.6,7.09,26.3,67.6,100.0,0.0
12,0,23.0,2.58,18.3,46.1,38.9,31.1
2,0,28.1,0.96,19.1,33.0,0.0,23.2
6,1,129.7,5.07,27.4,55.1,95.7,17.8
12,0,13.6,1.48,20.4,45.1,22.0,30.3
7,1,166.8,6.61,33.9,46.1,100.0,37.3
12,0,0.8,1.49,22.1,24.1,13.0,50.0
1,0,12.1,2.82,19.7,29.2,62.1,19.0
1,0,29.7,2.49,15.4,39.8,32.2,19.4
10,0,77.8,2.81,28.8,48.7,58.7,33.6
5,0,25.6,2.16,27.4,32.0,41.2,58.1
7,1,60.2,3.69,32.1,30.3,72.1,63.3
6,1,308.2,9.38,35.8,64.1,100.0,6.9
5,0,67.0,2.04,24.9,33.5,44.3,41.1
12,0,7.9,1.16,12.8,45.3,14.0,23.3
2,0,12.0,2.01,17.4,37.4,40.8,36.6
10,0,21.2,2.66,28.2,41.1,51.8,49.5
11,0,30.7,0.79,20.1,41.7,2.7,44.7
8,1,149.7,6.52,28.0,54.2,100.0,13.3
5,0,115.1,3.72,23.5,47.3,64.7,8.9
2,0,15.6,0.68,19.1,31.6,14.8,34.7
9,1,290.1,6.7,27.9,66.8,100.0,0.0
6,1,199.8,5.78,32.3,47.3,100.0,5.5
2,0,24.4,1.98,19.0,43.0,29.3,19.9
5,0,93.7,3.34,25.4,41.8,50.5,32.6
12,0,21.9,2.32,18.1,43.6,57.2,22.8
4,0,81.5,2.8,27.7,40.8,54.6,31.1
3,0,62.3,2.08,27.1,36.2,28.4,42.5
9,1,327.5,9.0,31.5,68.1,100.0,0.0
3,0,40.1,2.32,27.5,35.6,53.3,52.4
12,0,15.0,1.94,19.8,35.3,24.5,28.7
11,0,15.2,1.33,17.4,42.9,16.3,30.2
12,0,19.4,2.43,18.2,34.8,37.4,21.2
11,0,10.3,1.33,19.0,39.4,6.6,25.9
3,0,80.4,2.59,32.2,44.5,44.9,58.3
3,0,64.4,2.46,23.6,42.1,59.4,21.8
5,0,17.8,2.5,26.0,35.8,35.7,41.3
6,1,180.7,6.24,31.2,55.0,100.0,10.3
11,0,2.9,1.14,19.2,44.5,8.5,21.3
9,1,46.5,4.18,33.7,31.9,79.3,63.1
8,1,190.5,7.8,30.2,57.9,100.0,20.2
11,0,20.4,2.03,19.4,37.3,31.2,30.6
8,1,220.6,7.85,33.0,52.8,100.0,17.3
5,0,88.7,3.9,31.5,32.0,88.5,40.9
5,0,6.2,1.26,30.5,32.9,16.5,54.6
7,1,75.2,4.22,30.7,31.7,86.4,38.8
2,0,36.7,1.46,19.9,43.3,33.5,31.0
9,1,99.4,4.56,31.1,42.1,87.5,47.7
8,1,227.0,6.86,31.4,63.6,100.0,7.3
9,1,127.1,5.0,28.9,43.4,100.0,34.8
7,1,186.1,5.97,33.3,47.3,100.0,36.5
10,0,49.1,2.31,27.5,37.2,43.3,45.1
12,0,21.2,2.24,19.9,35.8,35.6,43.9
7,1,190.5,6.44,27.8,50.2,100.0,6.5
6,1,145.5,4.49,31.2,56.6,98.2,21.5
2,0,3.4,1.12,15.3,34.3,11.2,22.5
10,0,78.8,2.17,25.5,36.4,43.1,41.3
11,0,1.7,1.68,18.6,34.2,28.0,22.5
9,1,212.9,7.26,31.7,62.8,100.0,22.6
11,0,43.9,2.53,24.7,26.0,37.6,51.3
11,0,29.9,1.62,21.4,43.2,18.1,43.6
10,0,93.7,3.52,30.6,35.0,63.3,45.7
7,1,173.4,5.89,32.6,51.2,100.0,22.7
2,0,0.0,0.82,22.8,28.4,0.0,52.8
1,0,0.5,1.95,24.6,40.3,32.9,51.4
3,0,112.3,4.24,25.2,47.3,89.4,16.9
6,1,119.2,5.65,29.0,41.1,100.0,18.4
9,1,126.2,4.86,32.7,41.3,92.7,26.6
6,1,167.2,6.75,31.0,50.7,100.0,26.9
1,0,3.3,1.27,20.6,34.9,21.2,49.8
3,0,29.5,2.48,26.4,35.5,39.3,35.5
12,0,14.4,1.48,18.5,37.4,16.7,27.4
12,0,5.2,1.47,24.1,24.7,19.0,49.3
5,0,45.5,0.96,24.3,35.7,18.7,54.1
10,0,44.2,2.2,28.7,36.7,25.8,66.1
9,1,220.2,7.16,32.3,53.8,100.0,21.0
12,0,12.4,1.5,16.1,42.4,16.3,28.2
11,0,13.0,2.81,17.9,37.8,55.8,35.2
8,1,226.0,6.52,29.3,59.3,100.0,0.0
5,0,65.3,2.47,28.4,43.0,48.1,45.4
8,1,158.6,5.33,30.1,41.0,100.0,22.7
4,0,85.5,2.87,26.8,38.0,39.0,35.3
5,0,92.1,3.96,23.4,51.3,84.0,28.0
8,1,168.7,6.96,36.8,55.0,100.0,35.0
7,1,186.2,6.0,31.2,64.4,100.0,21.6
7,1,119.8,4.66,32.2,42.4,100.0,50.9
5,0,41.6,1.64,25.6,38.0,21.4,26.7
5,0,95.4,4.19,25.4,48.1,75.4,7.6
1,0,19.9,2.57,24.8,39.5,45.7,50.4
8,1,215.1,6.94,26.2,62.9,100.0,8.2
7,1,201.6,5.89,31.7,59.5,100.0,17.1
12,0,15.5,1.03,17.0,41.0,21.4,26.6
7,1,233.6,7.47,30.0,63.7,100.0,10.7
6,1,252.0,8.07,29.4,59.7,100.0,9.3
1,0,25.0,0.76,17.5,38.1,14.1,22.9
3,0,66.7,2.64,27.1,35.7,37.2,49.4
5,0,115.8,4.79,20.6,45.0,100.0,10.9
5,0,77.5,2.92,26.2,32.4,51.3,42.5
5,0,90.9,4.21,26.8,40.1,87.3,36.0
5,0,79.3,3.48,23.6,41.7,72.6,21.2
10,0,78.2,2.41,30.8,37.6,44.0,40.9
2,0,6.9,1.46,18.5,39.0,13.3,47.5
4,0,93.1,3.29,26.4,43.8,64.6,23.5
2,0,46.3,1.85,18.5,40.8,36.7,25.4
4,0,57.6,2.07,26.8,32.6,26.7,49.3
9,1,185.5,7.31,34.3,54.8,100.0,26.0
1,0,10.1,1.12,26.2,30.1,21.1,57.6
5,0,53.9,3.22,28.9,32.8,49.0,52.3
1,0,32.0,1.88,22.7,35.7,30.6,30.4
12,0,7.6,1.64,24.3,28.0,16.1,54.2
9,1,143.5,5.91,31.6,43.6,100.0,30.4
3,0,17.6,1.49,30.9,25.1,27.4,79.0
3,0,45.0,2.74,29.0,32.1,43.8,55.2
2,0,0.0,0.27,20.4,37.0,0.0,30.5
6,1,228.6,7.54,31.9,60.8,100.0,13.2
10,0,162.4,3.27,22.4,64.1,76.6,0.0
8,1,151.8,5.6,31.7,53.4,100.0,28.9
11,0,0.0,2.01,16.1,46.9,23.9,18.1
5,0,99.7,3.87,22.9,49.4,91.1,11.5
4,0,46.0,1.64,27.5,37.6,32.0,37.7
6,1,280.0,7.6,28.2,67.0,100.0,9.8
3,0,60.7,2.3,27.0,41.6,49.3,39.0
12,0,8.1,1.77,20.3,31.7,8.4,35.1
3,0,64.1,1.56,27.5,30.3,36.9,41.9
6,1,238.3,7.46,28.7,70.4,100.0,0.0
7,1,162.5,6.14,33.2,41.5,100.0,31.8
1,0,9.5,1.52,19.8,37.8,26.4,24.1
6,1,164.7,6.31,32.1,44.6,100.0,31.6
6,1,82.1,4.48,28.0,45.5,95.3,34.3
4,0,83.1,2.84,26.6,47.5,51.2,26.5
2,0,0.0,0.34,22.7,34.5,0.0,36.0
1,0,10.1,1.78,22.4,39.8,23.1,34.0
1,0,23.4,1.4,18.0,39.1,29.6,22.2
6,1,203.3,6.42,29.6,68.0,100.0,0.0
2,0,21.5,2.22,17.5,42.9,26.4,24.7
12,0,14.3,2.64,18.4,33.0,39.9,50.2
3,0,108.6,3.65,23.5,47.8,80.7,29.8
8,1,251.2,8.06,30.7,62.4,100.0,18.8
9,1,214.4,6.12,32.6,54.8,100.0,13.8
6,1,251.4,7.88,29.0,56.2,100.0,17.4
11,0,23.3,1.93,19.8,39.6,37.9,31.3
2,0,10.2,2.44,19.4,29.0,35.6,46.0
3,0,25.7,1.69,29.6,17.5,18.1,70.0
4,0,83.9,3.03,25.5,40.5,71.9,29.6
2,0,21.0,2.56,18.6,34.5,38.1,36.5
4,0,106.0,3.56,24.9,41.7,79.0,30.8
4,0,39.1,1.62,24.2,21.0,36.2,35.6
10,0,40.1,3.83,28.3,29.1,69.3,52.1
4,0,85.2,2.56,26.7,40.6,41.7,41.7
11,0,14.2,1.75,20.1,32.9,12.0,38.6
10,0,7.8,1.86,30.2,29.0,19.6,65.9
11,0,19.1,2.04,23.3,41.2,35.8,30.8
2,0,0.0,1.39,15.9,39.9,18.5,26.3
12,0,4.6,1.48,21.6,38.5,34.7,36.3
8,1,284.1,8.24,31.6,72.9,100.0,0.0
12,0,35.1,1.53,18.8,35.1,19.3,23.4
5,0,29.9,3.39,27.8,34.4,45.3,57.1
12,0,11.4,1.6,15.7,44.1,31.0,21.9
8,1,183.3,6.72,34.7,47.6,100.0,34.6
1,0,34.6,1.99,21.3,34.2,17.8,51.3
5,0,53.7,2.36,24.8,40.8,41.5,39.0
2,0,9.8,1.42,18.5,29.2,6.5,45.7
12,0,32.0,1.21,15.7,36.8,12.7,23.5
4,0,57.6,2.56,26.2,34.3,43.8,39.4
3,0,93.8,3.13,25.8,45.7,55.5,19.4
7,1,66.3,4.73,27.7,38.9,81.5,42.9
6,1,166.8,5.32,32.9,53.8,100.0,5.7
2,0,0.0,1.15,23.2,26.8,1.7,51.6
10,0,35.2,1.66,26.9,28.9,14.7,53.5
11,0,24.2,2.85,19.2,40.9,41.5,25.5
9,1,176.2,5.7,32.1,46.8,100.0,27.9
8,1,155.4,6.15,31.0,45.5,100.0,20.1
5,0,45.3,2.99,24.3,28.1,49.6,55.3
7,1,163.0,5.87,29.4,52.4,100.0,18.0
7,1,203.2,5.94,30.3,64.0,100.0,0.7
2,0,25.8,1.2,20.6,32.2,19.1,40.5
1,0,0.0,2.02,20.0,39.1,29.7,34.8
4,0,42.6,1.59,27.5,34.1,29.9,44.7
6,1,192.3,6.78,27.2,48.3,100.0,10.7
2,0,13.9,1.85,21.7,30.3,23.4,41.5
2,0,19.4,2.12,20.0,32.1,29.0,46.6
11,0,17.9,2.14,26.4,30.0,20.7,55.3
5,0,59.9,2.14,26.0,40.3,44.8,37.0
8,1,139.4,4.9,31.8,54.7,100.0,34.8
7,1,161.1,6.35,38.1,36.6,100.0,51.4
9,1,268.5,7.69,31.5,62.7,100.0,5.6
9,1,123.6,3.52,30.8,39.4,67.9,40.1
4,0,67.9,3.25,24.5,34.2,67.8,41.7
11,0,17.0,1.22,23.8,34.0,0.0,39.7
5,0,121.5,4.21,24.1,48.9,100.0,8.6
11,0,11.7,2.57,21.1,25.8,23.9,51.0
5,0,101.6,3.54,25.8,44.7,75.1,39.5
2,0,28.6,2.67,19.5,32.6,44.2,24.3
10,0,67.9,2.95,23.4,41.5,63.3,31.0
1,0,12.7,2.71,23.4,39.6,38.0,35.4
10,0,59.1,2.05,26.3,40.1,19.1,45.2
1,0,12.2,1.74,17.0,39.1,20.4,27.3
3,0,98.2,3.87,30.1,38.0,73.0,68.8
8,1,197.8,6.54,29.7,56.2,100.0,11.2
12,0,17.6,2.54,20.8,38.8,38.6,45.6
5,0,32.9,1.9,29.1,34.0,19.3,65.6
2,0,4.4,2.83,21.2,33.2,45.1,44.2
3,0,140.7,5.59,21.5,55.0,100.0,5.2
11,0,13.0,1.93,21.7,28.0,39.5,44.2
9,1,120.3,5.44,30.7,39.8,100.0,39.0
2,0,30.7,2.83,19.2,42.8,50.0,33.9
5,0,79.3,2.37,26.7,44.7,44.8,25.8
4,0,89.1,2.49,23.0,45.4,37.4,21.3
3,0,65.4,3.56,27.5,45.2,64.2,33.9
11,0,11.5,1.89,16.6,41.0,32.2,9.5
8,1,166.9,5.9,30.3,49.6,100.0,30.9
3,0,24.4,1.99,27.4,25.6,23.8,64.4
8,1,173.2,4.73,33.7,56.2,95.2,20.9
5,0,79.8,2.98,25.0,45.9,63.0,36.3
1,0,35.4,1.76,23.6,45.4,31.9,19.4
6,1,186.6,6.98,33.4,62.1,100.0,19.3
3,0,0.0,2.1,25.9,22.8,21.3,57.3
3,0,66.9,3.18,24.2,34.2,43.0,37.2
11,0,45.1,2.64,16.4,29.3,46.3,26.6
9,1,246.7,6.74,31.7,66.3,100.0,2.9
2,0,6.1,1.98,18.2,39.7,37.6,25.4
11,0,21.5,2.31,23.0,35.3,34.0,39.0
7,1,122.9,5.9,29.3,38.9,100.0,46.9
11,0,0.1,2.77,17.7,35.4,42.1,26.8
9,1,153.2,4.75,31.6,48.6,97.2,47.7
5,0,73.0,2.73,25.3,44.6,46.7,25.5
7,1,35.8,2.97,31.0,31.9,46.4,59.6
7,1,91.5,4.63,33.5,40.3,80.7,53.5
9,1,180.8,6.32,31.3,51.5,100.0,20.6
3,0,56.5,2.49,27.3,42.5,60.0,50.1
4,0,83.0,3.78,27.5,43.6,80.4,39.1
3,0,29.9,1.44,22.8,30.3,20.7,39.9
4,0,93.6,2.75,28.0,48.6,68.9,41.7
2,0,2.0,0.93,20.4,40.1,0.4,25.6
1,0,33.1,1.95,22.2,39.5,50.1,29.0
12,0,0.0,0.76,21.5,34.2,0.0,45.1
1,0,3.0,1.53,19.5,43.1,34.8,35.9
11,0,19.6,1.79,22.6,26.7,38.1,47.8
1,0,33.3,1.69,19.3,45.8,13.2,21.5
10,0,80.4,3.63,27.6,37.6,79.3,37.6
4,0,88.6,3.24,26.2,47.8,62.0,37.2
7,1,181.4,6.96,32.2,52.1,100.0,26.2
4,0,36.1,2.11,26.1,28.4,34.9,42.3
6,1,142.3,5.53,35.1,40.8,100.0,37.2
6,1,86.7,4.1,36.0,39.3,81.4,68.1
7,1,81.5,4.33,33.2,34.6,72.0,48.0
5,0,83.3,3.59,30.9,34.7,68.0,50.5
7,1,93.5,4.32,27.2,39.2,93.2,46.3
10,0,80.5,3.42,23.4,46.5,69.1,28.5
6,1,79.8,3.81,30.2,46.6,70.0,33.0
5,0,79.8,3.55,27.1,29.6,68.3,36.0
2,0,9.6,1.34,19.5,49.8,6.9,38.7
5,0,116.4,4.34,22.9,50.2,82.5,6.7
2,0,18.6,1.91,22.9,37.4,23.2,34.2
3,0,110.8,4.63,32.4,38.5,96.9,47.8
12,0,6.7,0.94,23.2,32.4,9.4,42.8
2,0,15.6,0.93,22.7,35.1,12.2,44.8
6,1,104.5,4.42,31.6,35.2,84.7,34.6
11,0,10.5,0.88,17.9,33.2,0.0,30.1
12,0,12.1,0.91,20.2,41.6,20.7,36.1
2,0,7.0,2.01,25.3,23.1,17.5,61.0
2,0,1.6,1.53,19.1,37.2,20.4,28.4
5,0,23.4,1.68,25.9,31.0,20.8,40.7
7,1,0.0,2.47,33.8,18.2,33.5,80.5
12,0,3.4,1.21,22.9,42.0,8.0,27.2
3,0,90.7,4.3,24.9,38.9,90.1,41.4
2,0,0.0,1.06,19.3,28.9,17.3,40.8
4,0,24.9,1.2,25.7,32.2,21.6,42.0
11,0,34.7,2.67,20.2,35.2,43.7,23.3
1,0,8.0,1.53,22.8,33.0,13.6,37.9
5,0,80.6,4.34,25.0,42.9,100.0,17.6
2,0,22.1,1.63,22.7,36.3,13.9,42.4
2,0,22.3,2.45,20.3,36.5,43.9,26.4
12,0,0.0,2.15,25.8,25.8,27.8,59.1
1,0,12.5,1.44,20.8,38.4,16.9,38.5
4,0,16.6,1.39,26.8,30.5,16.7,59.9
11,0,41.9,2.78,21.4,36.7,41.8,34.4
8,1,57.2,4.19,30.2,41.9,78.4,54.7
1,0,3.5,0.72,15.5,37.5,5.5,35.6
6,1,99.9,4.02,30.4,46.1,100.0,38.9
12,0,0.0,0.0,19.4,40.6,0.0,33.9
5,0,114.6,4.15,23.0,55.2,90.9,7.5
7,1,366.5,9.87,30.8,83.8,100.0,0.0
7,1,143.4,5.47,25.8,50.8,100.0,27.2
8,1,78.3,3.25,30.1,37.3,52.6,50.5
3,0,0.0,0.84,27.6,26.7,0.4,64.7
11,0,12.3,1.46,20.2,24.8,0.0,37.8
12,0,11.5,1.33,19.0,40.1,20.2,42.1
2,0,7.8,1.73,19.8,36.6,28.3,32.1
10,0,77.3,3.4,25.0,45.7,56.9,22.3
10,0,83.0,4.52,27.0,40.2,96.2,31.4
9,1,204.9,6.79,31.1,59.1,100.0,26.2
5,0,59.6,3.36,24.7,32.2,55.3,31.3
6,1,95.2,4.11,31.7,33.1,78.3,43.4
11,0,22.3,0.94,20.7,24.4,19.4,65.4
2,0,15.1,1.59,19.6,35.9,13.2,40.4
10,0,99.3,2.53,33.1,34.6,52.3,44.9
12,0,23.7,1.98,19.6,33.3,34.0,24.9
9,1,70.5,3.64,30.3,38.0,70.8,33.3
5,0,22.7,0.78,25.9,30.5,10.1,50.3
7,1,121.8,6.18,28.6,38.2,100.0,40.8
1,0,3.4,1.25,21.7,45.9,10.0,44.5
12,0,23.3,0.98,18.3,38.7,24.6,11.7
5,0,81.6,3.67,25.6,36.4,67.3,25.2
1,0,27.1,1.6,18.7,35.8,20.2,28.2
10,0,83.1,3.82,24.5,42.0,83.2,51.6
8,1,196.1,6.18,26.6,57.2,100.0,13.4
8,1,272.4,7.82,29.8,73.5,100.0,0.0
1,0,20.2,2.11,22.2,34.9,24.1,28.8
10,0,72.2,3.3,27.5,48.1,83.1,16.2
8,1,294.0,9.04,34.9,64.0,100.0,5.4
10,0,73.8,2.92,28.9,40.1,53.5,40.8
